tupleid,attribute,value
330,hospital name,STRINGFELLOW MEMORIAL HOSPITAL
330,address1,301 EAST 18TH ST
330,address2,""
330,address3,""
330,city,ANNISTON
330,state,AL
330,zip code,36201
330,county name,CALHOUN
330,phone number,2562358900
330,hospital type,Acute Care Hospitals
330,hospital owner,Proprietary
330,emergency service,Yes
330,condition,Pneumonia
330,measure code,PN-7
330,measure name,Pneumonia Patients Assessed and Given Influenza Vaccination
330,score,91%
330,sample,87 patients
330,stateavg,AL_PN-7
331,provider number,10038
331,hospital name,STRINGFELLOW MEMORIAL HOSPITAL
331,address1,301 EAST 18TH ST
331,address2,""
331,address3,""
331,city,ANNISTON
331,state,AL
331,zip code,36201
331,county name,CALHOUN
331,phone number,2562358900
331,hospital type,Acute Care Hospitals
331,hospital owner,Proprietary
331,emergency service,Yes
331,condition,Surgical Infection Prevention
331,measure code,SCIP-CARD-2
331,measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
331,score,83%
331,sample,23 patients
331,stateavg,AL_SCIP-CARD-2
332,provider number,10055
332,hospital name,FLOWERS HOSPITAL
332,address1,4370 WEST MAIN STREET
332,address2,""
332,address3,""
332,city,DOTHAN
332,state,AL
332,zip code,36305
332,county name,HOUSTON
332,phone number,3347935000
332,hospital type,Acute Care Hospitals
332,hospital owner,Proprietary
332,emergency service,Yes
332,condition,Heart Failure
332,measure code,HF-2
332,measure name,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
332,score,100%
332,sample,342 patients
332,stateavg,AL_HF-2
333,provider number,10055
333,hospital name,FLOWERS HOSPITAL
333,address1,4370 WEST MAIN STREET
333,address2,""
333,address3,""
333,city,DOTHAN
333,state,AL
333,zip code,36305
333,county name,HOUSTON
333,phone number,3347935000
333,hospital type,Acute Care Hospitals
333,hospital owner,Proprietary
333,emergency service,Yes
333,condition,Heart Failure
333,measure code,HF-3
333,measure name,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
333,score,100%
333,sample,94 patients
333,stateavg,AL_HF-3
334,provider number,10055
334,hospital name,FLOWERS HOSPITAL
334,address1,4370 WEST MAIN STREET
334,address2,""
334,address3,""
334,city,DOTHAN
334,state,AL
334,zip code,36305
334,county name,HOUSTON
334,phone number,3347935000
334,hospital type,Acute Care Hospitals
334,hospital owner,Proprietary
334,emergency service,Yes
334,condition,Heart Failure
334,measure code,HF-4
334,measure name,Heart Failure Patients Given Smoking Cessation Advice/Counseling
334,score,100%
334,sample,62 patients
334,stateavg,AL_HF-4
335,provider number,10055
335,hospital name,FLOWERS HOSPITAL
335,address1,4370 WEST MAIN STREET
335,address2,""
335,address3,""
335,city,DOTHAN
335,state,AL
335,zip code,36305
335,county name,HOUSTON
335,phone number,3347935000
335,hospital type,Acute Care Hospitals
335,hospital owner,Proprietary
335,emergency service,Yes
335,condition,Pneumonia
335,measure code,PN-2
335,measure name,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
335,score,100%
335,sample,166 patients
335,stateavg,AL_PN-2
336,provider number,10055
336,hospital name,FLOWERS HOSPITAL
336,address1,4370 WEST MAIN STREET
336,address2,""
336,address3,""
336,city,DOTHAN
336,state,AL
336,zip code,36305
336,county name,HOUSTON
336,phone number,3347935000
336,hospital type,Acute Care Hospitals
336,hospital owner,Proprietary
336,emergency service,Yes
336,condition,Pneumonia
336,measure code,PN-3B
336,measure name,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
336,score,100%
336,sample,152 patients
336,stateavg,AL_PN-3B
337,provider number,10055
337,hospital name,FLOWERS HOSPITAL
337,address1,4370 WEST MAIN STREET
337,address2,""
337,address3,""
337,city,DOTHAN
337,state,AL
337,zip code,36305
337,county name,HOUSTON
337,phone number,3347935000
337,hospital type,Acute Care Hospitals
337,hospital owner,Proprietary
337,emergency service,Yes
337,condition,Pneumonia
337,measure code,PN-4
337,measure name,Pneumonia Patients Given Smoking Cessation Advice/Counseling
337,score,100%
337,sample,77 patients
337,stateavg,AL_PN-4
338,provider number,10055
338,hospital name,FLOWERS HOSPITAL
338,address1,4370 WEST MAIN STREET
338,address2,""
338,address3,""
338,city,DOTHAN
338,state,AL
338,zip code,36305
338,county name,HOUSTON
338,phone number,3347935000
338,hospital type,Acute Care Hospitals
338,hospital owner,Proprietary
338,emergency service,Yes
338,condition,Pneumonia
338,measure code,PN-5C
338,measure name,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
338,score,99%
338,sample,146 patients
338,stateavg,AL_PN-5C
339,provider number,10055
339,hospital name,FLOWERS HOSPITAL
339,address1,4370 WEST MAIN STREET
339,address2,""
339,address3,""
339,city,DOTHAN
339,state,AL
339,zip code,36305
339,county name,HOUSTON
339,phone number,3347935000
339,hospital type,Acute Care Hospitals
339,hospital owner,Proprietary
339,emergency service,Yes
339,condition,Pneumonia
339,measure code,PN-6
339,measure name,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
339,score,99%
339,sample,112 patients
339,stateavg,AL_PN-6
340,provider number,10055
340,hospital name,FLOWERS HOSPITAL
340,address1,4370 WEST MAIN STREET
340,address2,""
340,address3,""
340,city,DOTHAN
340,state,AL
340,zip code,36305
340,county name,HOUSTON
340,phone number,3347935000
340,hospital type,Acute Care Hospitals
340,hospital owner,Proprietary
340,emergency service,Yes
340,condition,Pneumonia
340,measure code,PN-7
340,measure name,Pneumonia Patients Assessed and Given Influenza Vaccination
340,score,99%
340,sample,128 patients
340,stateavg,AL_PN-7
341,provider number,10055
341,hospital name,FLOWERS HOSPITAL
341,address1,4370 WEST MAIN STREET
341,address2,""
341,address3,""
341,city,DOTHAN
341,state,AL
341,zip code,36305
341,county name,HOUSTON
341,phone number,3347935000
341,hospital type,Acute Care Hospitals
341,hospital owner,Proprietary
341,emergency service,Yes
341,condition,Surgical Infection Prevention
341,measure code,SCIP-CARD-2
341,measure name,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery
341,score,100%
341,sample,147 patients
341,stateavg,AL_SCIP-CARD-2
342,provider number,10055
342,hospital name,FLOWERS HOSPITAL
342,address1,4370 WEST MAIN STREET
342,address2,""
342,address3,""
342,city,DOTHAN
342,state,AL
342,zip code,36305
342,county name,HOUSTON
342,phone number,3347935000
342,hospital type,Acute Care Hospitals
342,hospital owner,Proprietary
342,emergency service,Yes
342,condition,Surgical Infection Prevention
342,measure code,SCIP-INF-1
342,measure name,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
342,score,100%
342,sample,950 patients
342,stateavg,AL_SCIP-INF-1
343,provider number,10055
343,hospital name,FLOWERS HOSPITAL
343,address1,4370 WEST MAIN STREET
343,address2,""
343,address3,""
343,city,DOTHAN
343,state,AL
343,zip code,36305
343,county name,HOUSTON
343,phone number,3347935000
343,hospital type,Acute Care Hospitals
343,hospital owner,Proprietary
343,emergency service,Yes
343,condition,Surgical Infection Prevention
343,measure code,SCIP-INF-2
343,measure name,surgery patients who were given the  right kind  of antibiotic to help prevent infection
343,score,100%
343,sample,957 patients
343,stateavg,AL_SCIP-INF-2
344,provider number,10055
344,hospital name,FLOWERS HOSPITAL
344,address1,4370 WEST MAIN STREET
344,address2,""
344,address3,""
344,city,DOTHAN
344,state,AL
344,zip code,36305
344,county name,HOUSTON
344,phone number,3347935000
344,hospital type,Acute Care Hospitals
344,hospital owner,Proprietary
344,emergency service,Yes
344,condition,Surgical Infection Prevention
344,measure code,SCIP-INF-3
344,measure name,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
344,score,99%
344,sample,882 patients
344,stateavg,AL_SCIP-INF-3
345,provider number,10055
345,hospital name,FLOWERS HOSPITAL
345,address1,4370 WEST MAIN STREET
345,address2,""
345,address3,""
345,city,DOTHAN
345,state,AL
345,zip code,36305
345,county name,HOUSTON
345,phone number,3347935000
345,hospital type,Acute Care Hospitals
345,hospital owner,Proprietary
345,emergency service,Yes
345,condition,Surgical Infection Prevention
345,measure code,SCIP-INF-4
345,measure name,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
345,score,98%
345,sample,165 patients
345,stateavg,AL_SCIP-INF-4
346,provider number,10055
346,hospital name,FLOWERS HOSPITAL
346,address1,4370 WEST MAIN STREET
346,address2,""
346,address3,""
346,city,DOTHAN
346,state,AL
346,zip code,36305
346,county name,HOUSTON
346,phone number,3347935000
346,hospital type,Acute Care Hospitals
346,hospital owner,Proprietary
346,emergency service,Yes
346,condition,Surgical Infection Prevention
346,measure code,SCIP-INF-6
346,measure name,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor)
346,score,100%
346,sample,1295 patients
346,stateavg,AL_SCIP-INF-6
347,provider number,10055
347,hospital name,FLOWERS HOSPITAL
347,address1,4370 WEST MAIN STREET
347,address2,""
347,address3,""
347,city,DOTHAN
347,state,AL
347,zip code,36305
347,county name,HOUSTON
347,phone number,3347935000
347,hospital type,Acute Care Hospitals
347,hospital owner,Proprietary
347,emergency service,Yes
347,condition,Surgical Infection Prevention
347,measure code,SCIP-VTE-1
347,measure name,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
347,score,100%
347,sample,497 patients
347,stateavg,AL_SCIP-VTE-1
348,provider number,10055
348,hospital name,FLOWERS HOSPITAL
348,address1,4370 WEST MAIN STREET
348,address2,""
348,address3,""
348,city,DOTHAN
348,state,AL
348,zip code,36305
348,county name,HOUSTON
348,phone number,3347935000
348,hospital type,Acute Care Hospitals
348,hospital owner,Proprietary
348,emergency service,Yes
348,condition,Surgical Infection Prevention
348,measure code,SCIP-VTE-2
348,measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
348,score,100%
348,sample,497 patients
348,stateavg,AL_SCIP-VTE-2
349,provider number,10056
349,hospital name,ST VINCENTS HOSPITAL
349,address1,810 ST VINCENTS DRIVE
349,address2,""
349,address3,""
349,city,BIRMINGHAM
349,state,AL
349,zip code,35205
349,county name,JEFFERSON
349,phone number,2059397000
349,hospital type,Acute Care Hospitals
349,hospital owner,Voluntary non-profit - Other
349,emergency service,Yes
349,condition,Heart Attack
349,measure code,AMI-1
349,measure name,Heart Attack Patients Given Aspirin at Arrival
349,score,97%
349,sample,239 patients
349,stateavg,AL_AMI-1
350,provider number,10056
350,hospital name,ST VINCENTS HOSPITAL
350,address1,810 ST VINCENTS DRIVE
350,address2,""
350,address3,""
350,city,BIRMINGHAM
350,state,AL
350,zip code,35205
350,county name,JEFFERSON
350,phone number,2059397000
350,hospital type,Acute Care Hospitals
350,hospital owner,Voluntary non-profit - Other
350,emergency service,Yes
350,condition,Heart Attack
350,measure code,AMI-2
350,measure name,Heart Attack Patients Given Aspirin at Discharge
350,score,98%
350,sample,260 patients
350,stateavg,AL_AMI-2
351,provider number,10056
351,hospital name,ST VINCENTS HOSPITAL
351,address1,810 ST VINCENTS DRIVE
351,address2,""
351,address3,""
351,city,BIRMINGHAM
351,state,AL
351,zip code,35205
351,county name,JEFFERSON
351,phone number,2059397000
351,hospital type,Acute Care Hospitals
351,hospital owner,Voluntary non-profit - Other
351,emergency service,Yes
351,condition,Heart Attack
351,measure code,AMI-3
351,measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
351,score,85%
351,sample,41 patients
351,stateavg,AL_AMI-3
352,provider number,10056
352,hospital name,ST VINCENTS HOSPITAL
352,address1,810 ST VINCENTS DRIVE
352,address2,""
352,address3,""
352,city,BIRMINGHAM
352,state,AL
352,zip code,35205
352,county name,JEFFERSON
352,phone number,2059397000
352,hospital type,Acute Care Hospitals
352,hospital owner,Voluntary non-profit - Other
352,emergency service,Yes
352,condition,Heart Attack
352,measure code,AMI-4
352,measure name,Heart Attack Patients Given Smoking Cessation Advice/Counseling
352,score,100%
352,sample,63 patients
352,stateavg,AL_AMI-4
353,provider number,10056
353,hospital name,ST VINCENTS HOSPITAL
353,address1,810 ST VINCENTS DRIVE
353,address2,""
353,address3,""
353,city,BIRMINGHAM
353,state,AL
353,zip code,35205
353,county name,JEFFERSON
353,phone number,2059397000
353,hospital type,Acute Care Hospitals
353,hospital owner,Voluntary non-profit - Other
353,emergency service,Yes
353,condition,Heart Attack
353,measure code,AMI-5
353,measure name,Heart Attack Patients Given Beta Blocker at Discharge
353,score,96%
353,sample,242 patients
353,stateavg,AL_AMI-5
354,provider number,10085
354,hospital name,DECATUR GENERAL HOSPITAL
354,address1,1201 7TH STREET SE
354,address2,""
354,address3,""
354,city,DECATUR
354,state,AL
354,zip code,35609
354,county name,MORGAN
354,phone number,2563412000
354,hospital type,Acute Care Hospitals
354,hospital owner,Government - Hospital District or Authority
354,emergency service,Yes
354,condition,Surgical Infection Prevention
354,measure code,SCIP-VTE-2
354,measure name,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
354,score,87%
354,sample,205 patients
354,stateavg,AL_SCIP-VTE-2
355,provider number,10086
355,hospital name,NORTHWEST MEDICAL CENTER
355,address1,1530 U S HIGHWAY 43
355,address2,""
355,address3,""
355,city,WINFIELD
355,state,AL
355,zip code,35594
355,county name,MARION
355,phone number,2054877736
355,hospital type,Acute Care Hospitals
355,hospital owner,Proprietary
355,emergency service,Yes
355,condition,Heart Attack
355,measure code,AMI-1
355,measure name,Heart Attack Patients Given Aspirin at Arrival
355,score,100%
355,sample,10 patients
355,stateavg,AL_AMI-1
356,provider number,10086
356,hospital name,NORTHWEST MEDICAL CENTER
356,address1,1530 U S HIGHWAY 43
356,address2,""
356,address3,""
356,city,WINFIELD
356,state,AL
356,zip code,35594
356,county name,MARION
356,phone number,2054877736
356,hospital type,Acute Care Hospitals
356,hospital owner,Proprietary
356,emergency service,Yes
356,condition,Heart Attack
356,measure code,AMI-2
356,measure name,Heart Attack Patients Given Aspirin at Discharge
356,score,100%
356,sample,7 patients
356,stateavg,AL_AMI-2
357,provider number,10086
357,hospital name,NORTHWEST MEDICAL CENTER
357,address1,1530 U S HIGHWAY 43
357,address2,""
357,address3,""
357,city,WINFIELD
357,state,AL
357,zip code,35594
357,county name,MARION
357,phone number,2054877736
357,hospital type,Acute Care Hospitals
357,hospital owner,Proprietary
357,emergency service,Yes
357,condition,Heart Attack
357,measure code,AMI-3
357,measure name,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
357,score,100%
357,sample,2 patients
357,stateavg,AL_AMI-3
358,provider number,10086
